Jazz (Sonic Universe - SomaFM),http://somafm.com/startstream=sonicuniverse.pls,,
Pop (PopTron! - SomaFM),http://somafm.com/poptron.pls,,
Radio Paradise - Rock Mix,http://stream.radioparadise.com/rock-128,,
