Chillout (Groove Salad - SomaFM),http://somafm.com/startstream=groovesalad.pls
Echoes of Bluemars - Cryosleep,http://streams.echoesofbluemars.org:8000/cryosleep.m3u
Radio Paradise - Mellow Mix,http://stream.radioparadise.com/mellow-128
Lounge (Illinois Street Lounge - SomaFM),http://somafm.com/illstreet.pls
Downtempo (Secret Agent - SomaFM),http://somafm.com/secretagent.pls
