Classic Vinyl HD,https://walmradio.com:8443/classic
JazzGroove,https://www.internet-radio.com/servers/tools/playlistgenerator/?u=http://199.180.72.2:8015/listen.pls?sid=1&t=.pls
Jazz (Sonic Universe - SomaFM),http://somafm.com/startstream=sonicuniverse.pls
101 SMOOTH JAZZ,http://www.101smoothjazz.com/101-smoothjazz.m3u
