Alternative (The Alternative Project),http://c9.prod.playlists.ihrhls.com/4447/playlist.m3u8
Radio Paradise - Main Mix,http://stream.radioparadise.com/aac-128
Indie Pop (Indie Pop Rocks! - SomaFM),http://somafm.com/indiepop130.pls
Alternative (BAGeL Radio - SomaFM),http://somafm.com/bagel.pls
#1980s Zoom,"https://samcloud.spacial.com/api/listen?sid=111415&rid=194939&f=mp3,any&br=128000,any&m=sc"
