Rock (Digitalis - SomaFM),http://somafm.com/digitalis.pls
Fresh Rock,http://stream.freshrock.net:8000/128.ogg
Classic Rock Planet,http://us5.internet-radio.com:8279/stream
Classic Rock Florida,http://us4.internet-radio.com:8258/
Rock Antenne - Heavy Metal,http://mp3channels.webradio.rockantenne.de/heavy-metal
ROCK FM,http://nashe1.hostingradio.ru/rock-128.mp3
Radio Paradise - Rock Mix,http://stream.radioparadise.com/rock-128
